0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
-726.2172,68.54142,3.2933977,12.2053,5.5102777,13.667408,-2.9838283,3.0980291,-3.3108134,-1.5643841,-7.8616524,-2.1242816,2.8492036,-2.6678066,0.9590202,1.6281663,-2.736689,0.25424105,2.6753771,-1.7611655,-1.8864743,-0.97562,-0.37943727,0.40027288,-3.0440433,-2.9012582,-0.109247886,-0.86356527,-3.3332694,-1.9784652,0.45708156,-1.3991096,-2.9268558,0.0139566725,-0.4907339,-0.57090557,0.040399317,-1.2072175,-1.5949817,-1.4364874,0.661944,0.65347666,0.6185918,0.6136443,0.62883884,0.6176268,0.63029957,0.64117354,0.64398605,0.6239455,0.6338995,0.629672,1.7018416e-05,0.0014323465,0.016623283,0.026256986,0.015733637,0.010567065,0.021449225,0.021755029,0.020524174,0.009862923,0.008220311,0.013815585,0.033411037,0.040122755,0.012571743,0.013552632,0.03402612,0.013779652,0.0027752977,0.009250282,0.014812229,0.0054377653,0.0009911531,0.00078852713,0.00049854006,0.00023614685,0.00020389624,0.0004222072,0.0008269131,0.0006624249,0.00043979738,0.00031129582,0.0011466402,0.0014322214,0.0016155054,0.0035862788,0.0035048216,0.0008572151,0.00049161364,0.0007602732,0.00056360045,0.00058535,0.0008842773,0.0007151769,0.0009822892,0.00089035224,0.00062813604,0.00044705175,0.00029237964,0.00051413174,0.0011065771,0.00022256016,6.838968e-05,0.00012402274,0.00010751784,0.000123519,0.0003633187,0.00061319396,0.0006274025,0.00043454996,0.00020456237,9.277496e-05,0.00010107596,8.6717344e-05,0.00012721795,0.00017779655,0.00021818579,0.00029076973,0.00034801662,0.000402505,0.00012504614,4.226182e-05,1.2594921e-05,1.6156902e-05,2.3286559e-05,3.9804367e-05,4.6866902e-05,6.370715e-05,7.952396e-05,5.194839e-05,4.76786e-05,2.587156e-05,2.5399213e-05,3.651424e-05,2.8089547e-05,1.7809763e-05,1.2104497e-05,7.887868e-06,5.4531843e-06,4.099929e-06,4.1890753e-06,4.637532e-06,6.4281985e-06,4.4065296e-06,2.4022586e-06,2.556969e-06,2.8984618e-06,3.0401761e-06,2.1782394e-06,1.5235721e-06,3.6781125e-06,5.9987315e-06,6.0925518e-06,4.979839e-06,3.504888e-06,3.2865312e-06,3.4027287e-06,2.1500077e-06,2.06826e-06,1.9239594e-06,1.562695e-06,1.1556475e-06,1.236188e-06,2.1785268e-06,1.3419611e-06,8.7593276e-07,7.71947e-07,5.428046e-07,3.798512e-07,2.6591127e-07,1.3589808e-07,6.4213665e-08,4.124776e-08,2.83804e-08,2.3136133e-08,1.1604609e-08,5.8176473e-09,5.3610525e-09
-719.1283,70.20157,1.168397,13.122543,7.83695,14.41129,-4.1113596,4.468973,-3.5393667,-3.6586075,-7.648504,-1.4770775,3.031821,-2.4618678,0.59473443,0.9784502,-2.8361642,0.07381544,1.759312,-2.0631857,-2.3056283,-0.66225374,-0.94788116,0.49746612,-1.6925769,-3.471765,-0.26927552,-0.77677816,-4.091075,-1.2800431,0.27546003,-2.5214698,-2.9876728,0.409735,-0.4841843,-1.3983907,0.25520346,-0.98497844,-2.093061,-1.040791,0.6322878,0.657194,0.6288535,0.5925068,0.62354445,0.6293038,0.5982503,0.6024273,0.63810426,0.65010995,0.66327673,0.63895625,2.2032922e-05,0.0014183962,0.016817925,0.038978282,0.02568893,0.008387405,0.020807456,0.037610646,0.03285579,0.008530949,0.0071752644,0.018059194,0.03745745,0.042917788,0.01629864,0.009808172,0.020208199,0.020407585,0.006556725,0.0038231593,0.01308508,0.015057149,0.0036534024,0.00032627283,0.0004476711,0.00043477185,0.00017666914,0.00025690836,0.0005486124,0.0006455755,0.0009091767,0.00044830676,0.0003225855,0.0015924189,0.004783891,0.0037995516,0.0019977728,0.001738538,0.00095206354,0.0005504322,0.00080793066,0.0011045771,0.0005766697,0.000716311,0.0010339185,0.0009776171,0.00031114573,0.00055866846,0.0002986754,0.00020205679,0.0004572384,9.898173e-05,9.279571e-05,0.00012388726,9.498762e-05,8.90842e-05,0.00022149338,0.0002215289,0.0004170886,0.0004570872,0.00029731632,0.00010128454,9.065514e-05,6.5571265e-05,8.760654e-05,0.00013506268,0.00017890478,0.0002368968,0.00024174288,0.00037310983,0.0003035366,9.6687494e-05,2.679662e-05,1.3458501e-05,2.5642908e-05,6.756788e-05,6.276955e-05,3.7023172e-05,3.5022607e-05,5.625805e-05,4.285856e-05,2.1305343e-05,2.3448003e-05,2.2848877e-05,3.2401942e-05,3.0575153e-05,1.824812e-05,1.3945156e-05,5.94552e-06,5.082252e-06,3.665017e-06,5.8981714e-06,6.961098e-06,4.550276e-06,3.9114807e-06,4.5159086e-06,5.2442915e-06,5.211158e-06,5.2422006e-06,5.0395834e-06,8.370218e-06,7.611292e-06,8.1004755e-06,6.329786e-06,8.17355e-06,7.3850906e-06,4.7387825e-06,4.1891317e-06,4.1579106e-06,3.0745894e-06,2.786677e-06,2.3152695e-06,2.280372e-06,3.420733e-06,1.7840309e-06,1.0184965e-06,7.7325086e-07,3.9017723e-07,3.1735945e-07,2.718498e-07,1.7064517e-07,8.255938e-08,5.679201e-08,4.2392042e-08,2.7183205e-08,2.0018753e-08,6.5245893e-09,5.5643286e-09
-714.9957,69.68935,3.9245636,11.92419,6.4217234,11.011614,-2.8781028,4.5095577,-4.476109,-2.6715493,-7.4992843,-2.9622655,1.8734848,-2.912889,0.52569187,1.3727964,-2.3648307,-2.0204957,1.6025525,-1.5617237,-3.72079,-1.8949177,0.3738067,1.2185683,-2.7771025,-2.725419,-0.8127443,-0.50705564,-2.857712,-1.1507949,-0.0021191824,-0.90915155,-3.0459552,-0.3732942,-0.84914505,-0.9221047,-0.17031978,-1.1444225,-1.7256125,-1.4505605,0.6585758,0.65334284,0.63692373,0.63771445,0.62660265,0.595411,0.6069137,0.6114331,0.6347722,0.5868079,0.5789052,0.6124113,2.1879525e-05,0.0013431915,0.019278875,0.03594138,0.018132769,0.0118423095,0.024788033,0.041849703,0.035756044,0.012903421,0.009857017,0.024621127,0.04222124,0.027953386,0.013005664,0.035927065,0.050567217,0.009040241,0.02121776,0.06363384,0.029270831,0.009566767,0.0016864344,0.0015930174,0.0016982377,0.0016323811,0.00056867785,0.00067558757,0.0005678244,0.00045348404,0.0010519059,0.0014862726,0.001682988,0.0038358108,0.013698929,0.0128922155,0.0030976555,0.0020440682,0.0013652988,0.00061147637,0.0013681095,0.0008167851,0.0011514337,0.0004918658,0.00093391497,0.0005840386,0.00034089386,0.00015090987,0.00013194892,0.00014005658,0.00016303567,0.00020779805,0.0001348509,0.00013159106,0.00010676023,0.00013165931,0.00029998383,0.00040948042,0.0005646975,0.00039758737,0.000115217976,6.916691e-05,5.9923903e-05,4.7077436e-05,8.1284634e-05,0.000108118154,0.0002044306,0.00042723017,0.00053734425,0.00045920024,0.00020028063,0.000113794355,8.598142e-05,5.9384343e-05,0.00010591549,0.00026784785,0.00034746455,0.0002964545,0.0007198799,0.0005357331,0.00026672406,0.00016550742,0.00010699875,0.00010236351,8.098888e-05,0.0001163477,0.00011345862,6.5791646e-05,3.447155e-05,2.6197014e-05,2.7221142e-05,2.0726526e-05,1.7561955e-05,1.1966898e-05,7.3775095e-06,5.2784276e-06,8.140515e-06,9.857434e-06,1.0039482e-05,1.4581097e-05,2.103796e-05,3.4426816e-05,2.4091167e-05,2.4741492e-05,2.0971682e-05,1.3486975e-05,1.26852865e-05,1.1679302e-05,1.2911347e-05,9.048809e-06,9.378988e-06,7.488291e-06,6.030034e-06,6.7622323e-06,4.7547423e-06,1.8683435e-06,9.539699e-07,9.965241e-07,6.04142e-07,4.855307e-07,4.118982e-07,2.5420076e-07,2.8574817e-07,3.0920557e-07,3.2542206e-07,1.8527402e-07,2.746004e-08,5.536617e-09
-710.9753,67.56488,5.7822413,13.230726,6.190845,12.628252,-1.6751693,5.6574936,-4.950634,-3.4775453,-7.416558,-1.937004,2.2715254,-0.6112553,0.17463192,1.3954357,-2.391466,-0.66533786,1.7429572,-0.49506834,-3.0143747,-0.9791334,0.534614,0.26846287,-2.3651774,-2.670341,-1.3975948,-0.043934137,-2.1590412,-1.5748215,-0.40380612,-1.3296506,-2.5134048,-0.19027606,-0.64594877,-0.5539186,0.4592986,-1.5800847,-1.6476822,-1.5095106,0.6290957,0.60272986,0.58971983,0.5667398,0.63033044,0.6468604,0.6199747,0.61188465,0.6339446,0.5979602,0.6021102,0.619935,2.1181751e-05,0.0022920559,0.025811266,0.044795036,0.01881146,0.008264448,0.01932659,0.027409969,0.015501768,0.00730689,0.015897155,0.032433335,0.035448726,0.020815289,0.017180614,0.029595772,0.04078478,0.0066803615,0.0070277443,0.059060436,0.044625618,0.011680726,0.002316871,0.0059496937,0.004777576,0.00090119493,0.0002714905,0.0017946619,0.0027169292,0.0011978791,0.0006353574,0.00086284365,0.0009705633,0.0014956734,0.005616553,0.010001548,0.0035252739,0.0027401866,0.002761262,0.0014680494,0.00080380175,0.0007994218,0.00129627,0.00092027534,0.0007376757,0.0007434592,0.00045818626,0.0002271507,7.212117e-05,8.440728e-05,0.00011397806,8.171107e-05,5.1146813e-05,7.93257e-05,8.4661944e-05,0.0001172631,0.00021735701,0.000278138,0.0005276166,0.0011005809,0.00046480162,0.00010224323,7.8254234e-05,5.9421e-05,6.55754e-05,8.629959e-05,0.00017409751,0.00026983547,0.00028534446,0.00038722757,0.0004296261,0.00024651637,0.00012905459,0.00012697134,0.00013700582,0.000116936935,0.0004371262,0.00042163185,0.0003648376,0.0002860091,0.0001638101,0.00013887075,0.00012941493,0.00014401639,0.0001458266,6.703441e-05,5.5580207e-05,4.5914214e-05,1.8738405e-05,1.311275e-05,2.4643377e-05,3.311951e-05,2.179574e-05,2.1885098e-05,2.194331e-05,1.2173109e-05,1.3271151e-05,1.4942888e-05,1.588595e-05,4.7563986e-05,3.829931e-05,3.0453179e-05,3.1660595e-05,2.8686294e-05,3.6095826e-05,2.1487682e-05,2.1079919e-05,1.88487e-05,1.3278971e-05,1.28047295e-05,1.415233e-05,1.0006409e-05,7.16524e-06,6.4656556e-06,3.7360642e-06,3.6816464e-06,2.4992464e-06,1.9506479e-06,1.4105697e-06,1.0250657e-06,9.816201e-07,1.0292988e-06,5.594726e-07,2.9132238e-07,1.1722839e-07,4.1139682e-08,7.3092594e-09,5.7008767e-09
-759.92175,75.78352,6.023605,14.557394,6.4541883,14.631508,-3.0045512,4.6209702,-5.200016,-0.7074301,-7.7902875,-3.5649488,2.1809702,-1.8324063,-0.35027322,0.8292604,-2.523554,-0.66125244,2.9179914,-1.9391866,-3.0332398,-0.29330757,-0.24490705,-0.54066634,-2.9568317,-2.1041048,-1.4002061,-0.9253891,-3.722793,-1.9921647,0.20646302,-2.1885817,-2.8355005,0.46374586,-1.0191673,-1.4114405,0.3504333,-1.5198916,-1.2501123,-0.6138516,0.5568814,0.5957135,0.6107088,0.59007627,0.60636187,0.62004566,0.59432924,0.5965316,0.61651057,0.6383654,0.6705919,0.60280323,1.3458662e-05,0.0005549873,0.009174937,0.020292213,0.018321868,0.006960935,0.013213875,0.0155813405,0.016652998,0.0132989725,0.004879676,0.0050090807,0.009619662,0.019270275,0.014089401,0.0028102251,0.0029582605,0.008433255,0.005447806,0.0009354153,0.0014460637,0.004113363,0.0026326517,0.0003709926,0.00026376912,0.00029343518,0.00010695863,8.322e-05,0.0001760162,0.00017815836,0.0003493765,0.00017910208,0.00013666309,0.00024230398,0.0009565551,0.0012068998,0.00027088987,0.00019331182,0.0006594493,0.000289256,0.00018522562,0.00040109322,0.00011371186,0.00063789746,0.0006403026,0.00014874295,0.00021509976,0.00022659182,0.00018689843,0.00070502795,0.00037595103,7.6262724e-05,7.006974e-05,5.937638e-05,7.741284e-05,0.00010080106,0.00013401102,0.00013745697,0.00031644048,0.00021198057,0.000142685,6.3279826e-05,4.187655e-05,1.4847282e-05,1.2276821e-05,1.473393e-05,2.3874243e-05,3.461187e-05,5.2091684e-05,7.654753e-05,7.5667296e-05,4.567403e-05,1.1546352e-05,5.902495e-06,9.773554e-06,1.5010077e-05,2.3065131e-05,1.7631226e-05,3.9605864e-05,3.406048e-05,2.5473973e-05,2.8417633e-05,3.274227e-05,5.0141392e-05,4.9707323e-05,3.9247883e-05,3.4198754e-05,1.4952664e-05,6.647282e-06,5.7446314e-06,6.0857e-06,5.9029603e-06,5.41284e-06,6.6939265e-06,4.6319324e-06,2.607433e-06,4.425013e-06,3.5935132e-06,5.4803495e-06,6.221271e-06,2.7157155e-06,3.5215803e-06,4.0955147e-06,3.5274804e-06,2.9614844e-06,3.8544626e-06,3.658541e-06,2.428262e-06,1.944719e-06,1.7282335e-06,1.289863e-06,1.2786678e-06,8.7586216e-07,7.2646407e-07,4.894295e-07,3.6799375e-07,2.989489e-07,1.6227767e-07,1.3763943e-07,1.08799036e-07,9.219604e-08,5.054071e-08,3.1301568e-08,1.8913504e-08,1.092557e-08,6.905552e-09,5.9268963e-09,5.4864735e-09
-735.0066,79.09305,8.141051,11.413549,5.174124,15.393283,-2.7520719,2.9645836,-5.388972,-1.6918324,-5.8528347,-4.0432878,3.0046408,-1.0366162,-0.06775652,0.088213295,-2.2095819,-1.4559768,2.5682304,-1.5963124,-2.6786845,-1.4108759,0.11890578,-0.12726349,-2.8479033,-1.7715893,-1.8862904,-0.7911622,-3.215491,-2.1809144,0.2412327,-2.247445,-2.2200978,-0.24941187,-0.97588974,-0.9558537,-0.259044,-2.1528797,-1.9730748,-1.6481354,0.60554147,0.60012,0.6158922,0.64683926,0.6694971,0.65347224,0.6718839,0.6592276,0.6611921,0.64973086,0.6541785,0.6409563,1.909667e-05,0.0022712213,0.016217096,0.018023545,0.02224833,0.010593545,0.008520231,0.0067649353,0.013506283,0.017909994,0.005542758,0.0035562282,0.00649208,0.015117114,0.026937239,0.011561868,0.004729326,0.0015250328,0.004829469,0.008201754,0.0023942494,0.0016302239,0.0030888333,0.0030365689,0.00079467264,0.00021821925,9.6608215e-05,0.00017300248,0.00031424555,0.00033857077,0.0005448185,0.0005504045,0.00032860175,0.00055413105,0.00108606,0.0007894353,0.0003683908,0.00040144488,0.00017773989,0.00025137683,0.00074849924,0.00036935622,0.00025418683,0.0003539272,0.00022604386,0.00034689545,0.00018384586,0.00035866082,0.0003136504,0.00031353548,0.0005213319,0.00018247293,5.6806643e-05,7.9211495e-05,4.762673e-05,7.562851e-05,9.613004e-05,0.00026785122,0.00019889814,0.00024558968,9.9680125e-05,5.977023e-05,3.394343e-05,2.0128777e-05,1.649488e-05,1.9664418e-05,3.0792595e-05,4.9890063e-05,7.846721e-05,0.00013611883,6.619632e-05,2.3722283e-05,6.2179392e-06,3.2297405e-06,2.4347003e-06,4.579833e-06,1.661368e-05,2.8050767e-05,1.9946636e-05,2.505307e-05,1.9020941e-05,1.9023957e-05,1.3058269e-05,2.0733816e-05,3.259966e-05,2.6959176e-05,1.6459873e-05,1.0853373e-05,6.668282e-06,3.8303083e-06,2.7661838e-06,3.309687e-06,5.045378e-06,4.22342e-06,3.0469207e-06,2.827588e-06,2.9331234e-06,3.741945e-06,3.6759188e-06,3.0287372e-06,4.2066827e-06,6.479803e-06,7.1800114e-06,6.665431e-06,6.3540256e-06,4.16819e-06,1.9967922e-06,1.8647979e-06,1.4669688e-06,9.713347e-07,9.564819e-07,8.2523326e-07,9.683691e-07,1.2305029e-06,8.033525e-07,3.5956788e-07,2.8984329e-07,2.5692563e-07,7.811615e-08,4.128236e-08,3.12631e-08,2.7508472e-08,1.7553013e-08,9.856442e-09,8.679012e-09,7.09598e-09,5.671899e-09,5.3649116e-09
-733.5249,81.58986,4.8633575,14.423686,5.2676888,13.96856,-3.0856164,7.1732454,-4.821439,-0.9674487,-6.2504735,-3.8666399,3.3255188,-1.6680715,1.9813907,0.96502507,-2.9701676,0.92509615,2.6618714,-2.686702,-4.0897026,-1.1427792,-0.04147608,0.6396041,-4.437098,-1.978665,-1.6683791,-0.12961586,-2.6481974,-1.7407794,-0.24314988,-1.4994991,-3.4421825,1.0794884,-1.8406905,-1.1412958,-0.54689205,-1.8944058,-1.67383,-0.97683465,0.60739774,0.6206045,0.64020985,0.6402175,0.6329777,0.63051313,0.62089366,0.60888445,0.6202652,0.6091499,0.6396043,0.61728114,2.72041e-05,0.0031467648,0.036795992,0.03214519,0.005531733,0.014953298,0.03596103,0.020582141,0.0060806014,0.009000182,0.016087718,0.011366204,0.010996948,0.010977725,0.01233832,0.012513007,0.02146915,0.013963034,0.012327617,0.019952398,0.021186937,0.011001909,0.007139988,0.004574703,0.0009383601,0.00076245284,0.0012380405,0.0012199667,0.0007330467,0.0008573475,0.0010067902,0.0005385777,0.0020163958,0.0049112807,0.0067653316,0.009309915,0.004045742,0.0019307123,0.002348274,0.0013745861,0.0011273966,0.0010164639,0.0010349303,0.00064998446,0.00065271056,0.00068747037,0.00077561865,0.0005472569,0.00018631051,9.119004e-05,6.490639e-05,4.770233e-05,6.896195e-05,6.18148e-05,6.483435e-05,0.00011324532,0.00024313586,0.00027547873,0.00040547975,0.0002949772,0.0003979509,0.00023034227,8.250713e-05,3.691886e-05,3.9862258e-05,3.5191737e-05,5.530626e-05,6.7820685e-05,0.000115736424,0.00017591206,0.00015927404,0.0001214588,4.5015895e-05,3.669536e-05,6.67759e-05,0.00011849587,0.0005120372,0.001643164,0.0022314824,0.00090946985,0.0004906549,0.00026101735,0.00014963569,0.00014198049,0.00020265047,0.00016442078,0.0001327292,6.80613e-05,3.3506753e-05,4.964446e-05,2.2283226e-05,2.4482088e-05,1.7283077e-05,9.991798e-06,4.9694513e-06,5.7185975e-06,8.226135e-06,9.339135e-06,1.0486672e-05,2.7191689e-05,5.6386605e-05,0.000101049154,0.00010659554,5.190456e-05,2.1954998e-05,1.277683e-05,1.08296745e-05,9.706975e-06,1.1374384e-05,9.7843e-06,7.86958e-06,4.9607447e-06,4.23553e-06,3.1391498e-06,2.0816283e-06,2.053038e-06,1.3249254e-06,5.8229557e-07,2.2268812e-07,9.832697e-08,2.2119427e-07,7.8355095e-07,8.413041e-07,6.233172e-07,4.7515644e-07,2.5541718e-07,2.1234957e-08,5.9237553e-09
-728.363,82.324936,7.5005765,12.542465,6.788125,14.805659,-2.9095802,6.937839,-4.84434,-1.8469235,-5.68771,-3.6666536,2.2403512,-1.4234434,1.2192736,1.1254896,-2.7243207,0.4126956,2.779966,-1.6963866,-3.6588933,-0.6342617,-0.37053525,0.9723827,-4.1021852,-2.825219,-1.5755265,-0.56038326,-1.8017431,-1.60203,-0.63597643,-0.91452146,-2.7520132,0.36075664,-1.9869834,-1.1664826,-0.42687815,-2.1698256,-1.7610769,-0.40719295,0.57746804,0.59149724,0.5926297,0.58491534,0.59550637,0.60679525,0.61696386,0.6304002,0.65943444,0.6362216,0.64725167,0.6064738,2.9835906e-05,0.0027110216,0.043934707,0.042973254,0.006704537,0.017351791,0.04704141,0.0257373,0.005044701,0.008718292,0.01627957,0.009581606,0.010228677,0.017412394,0.026214201,0.022823364,0.032792713,0.027299779,0.023786545,0.026181519,0.017386818,0.0068414966,0.0019399306,0.0011064237,0.0007934742,0.0007489771,0.00084959785,0.00074838725,0.00039510694,0.00057946873,0.0009605396,0.0005497239,0.00096729124,0.00317171,0.005017038,0.005968575,0.004460586,0.0014116891,0.001357805,0.0014731426,0.0011788011,0.00051447016,0.00053801015,0.00058353104,0.0003766262,0.0005785109,0.0006916574,0.00021930976,0.00016306253,0.00011569188,9.6455195e-05,4.7302095e-05,6.257753e-05,6.0203547e-05,7.306698e-05,9.7528464e-05,0.00015577028,0.00022940114,0.0003619882,0.00036665314,0.00035431708,8.6777014e-05,4.8224465e-05,3.1593827e-05,3.9598803e-05,5.0972154e-05,7.39193e-05,9.376363e-05,0.00012584604,0.00011395699,0.00018498664,0.000121237994,3.962843e-05,2.7858057e-05,4.168683e-05,8.798909e-05,0.0002486132,0.00029730378,0.00044278696,0.0004411697,0.00015440771,9.703845e-05,7.895542e-05,6.828099e-05,8.3541934e-05,8.6805376e-05,4.518614e-05,3.6732818e-05,2.392892e-05,1.722858e-05,1.3219957e-05,2.870989e-05,2.9021438e-05,1.2535795e-05,4.1936773e-06,2.6355399e-06,3.203424e-06,6.6739253e-06,1.3679268e-05,2.2923867e-05,2.6232432e-05,2.6434105e-05,3.173895e-05,2.3645393e-05,1.6442551e-05,2.113751e-05,2.023566e-05,1.20046125e-05,8.865275e-06,6.665685e-06,6.5313725e-06,6.557067e-06,4.8792936e-06,3.6379085e-06,2.080528e-06,1.2508232e-06,1.3284741e-06,6.7952794e-07,6.4796654e-07,3.9765118e-07,3.1784867e-07,3.812273e-07,3.9365926e-07,4.9491297e-07,6.423206e-07,4.564742e-07,4.445118e-08,6.035837e-09
-771.62524,83.32755,9.759607,14.268048,6.201727,16.020977,-2.8468983,4.47025,-5.536262,0.87879485,-5.348249,-3.029556,2.3405733,0.6652835,1.3866221,-0.022842802,-2.4285932,0.24819563,2.2790198,-1.0718266,-0.17045929,-2.293886,0.008647524,2.5945902,-3.9040556,-2.8804717,-0.22999476,-0.6346879,-3.327101,-1.5811126,0.1773048,-1.4821044,-1.4364227,0.69877565,-1.6221272,-0.73856694,-0.6342775,-1.8994279,-2.5306485,-2.0102646,0.59278667,0.63465226,0.6349817,0.6419932,0.6791036,0.70021063,0.70741963,0.6710331,0.6184625,0.59635794,0.64816695,0.6251483,2.5280377e-05,0.0041702455,0.026306273,0.013795262,0.0021900958,0.0068014003,0.012596965,0.007892317,0.004610929,0.0054999767,0.009533916,0.0046280622,0.0030999393,0.004533824,0.00830753,0.004375068,0.002748692,0.002590461,0.0012731525,0.0015200431,0.0026129936,0.0013909972,0.00080403825,0.0010581254,0.00053955964,0.00018816136,0.00011745822,0.00015892924,0.00017654595,0.00021408995,0.0004497571,0.0002894906,0.00015970948,0.00041307227,0.00069076836,0.00054735376,0.00023053426,0.0001611446,0.00011565354,0.00022455982,0.0001722476,0.00012225834,0.00019602326,9.057535e-05,0.00013928369,0.00014082502,0.00015001069,0.00020770215,0.00013097827,0.00015827206,0.00013524068,3.8015838e-05,2.8118337e-05,5.3041113e-05,4.4453885e-05,5.5893903e-05,9.8781915e-05,0.00012777769,0.00017149032,5.8227386e-05,3.0162966e-05,2.560497e-05,2.696929e-05,1.1639633e-05,1.1225927e-05,1.4712661e-05,1.5165564e-05,2.494937e-05,4.041977e-05,4.97162e-05,2.0812258e-05,6.668991e-06,2.9658095e-06,2.2491788e-06,3.8220196e-06,7.447098e-06,1.7469412e-05,2.713364e-05,3.4304325e-05,2.7317865e-05,1.28645515e-05,1.7486556e-05,1.1064316e-05,1.675902e-05,1.53729e-05,8.010948e-06,9.342647e-06,5.195348e-06,2.5903666e-06,2.6226332e-06,3.0026238e-06,3.6577983e-06,3.3291694e-06,3.1901775e-06,2.2193901e-06,1.1934839e-06,1.1234964e-06,1.1678097e-06,1.2022956e-06,1.8466856e-06,3.7236418e-06,4.481836e-06,5.4546485e-06,4.0919263e-06,1.9278384e-06,1.9525253e-06,2.2025217e-06,1.4110296e-06,8.2634153e-07,7.265e-07,6.708634e-07,7.516824e-07,7.6509144e-07,5.733272e-07,4.0451388e-07,2.036324e-07,1.681389e-07,1.0293896e-07,7.900217e-08,6.193108e-08,5.226683e-08,2.7242473e-08,2.4020375e-08,2.3926832e-08,2.5529843e-08,1.47272905e-08,6.5531474e-09,5.5182965e-09
-733.9896,82.99157,3.7967932,13.411559,3.1084962,16.039553,-5.652945,5.5606713,-7.840987,-1.1772105,-5.7287865,-4.109694,3.882382,-1.043491,1.0040574,-1.4276099,-2.603616,-0.43864202,1.8452337,-2.6793857,-1.474066,-1.825614,-0.25426906,1.7353026,-4.238995,-2.1476486,-0.53182375,-0.10767618,-3.46728,-1.6796225,-0.39436316,-2.1952236,-2.358054,-0.26949862,-0.91077596,-0.97108704,-1.1833144,-2.2724657,-2.1504445,-2.1373334,0.58824354,0.58036184,0.583779,0.6103137,0.62083507,0.6410723,0.63753045,0.6368476,0.60104597,0.57123864,0.59415466,0.5983285,1.8636412e-05,0.0019557928,0.019414285,0.022806453,0.0067412346,0.004231664,0.0101303,0.01591399,0.008609817,0.0028494843,0.0049644955,0.01780929,0.016373176,0.0034260496,0.0030908447,0.0042002816,0.0034407421,0.0015481238,0.0026340522,0.0023952082,0.0010587435,0.0014158046,0.001294143,0.000545393,0.00032953042,0.00025182325,0.00014359524,0.00019060167,0.00031094466,0.0003143413,0.00031790047,0.00022169274,0.00029331163,0.0004840969,0.00046491253,0.0003621292,0.00031623457,0.00028686706,0.00018659556,0.00042737307,0.00017597563,0.00024859706,0.00032587937,0.000115733834,0.00028835092,0.0001875654,0.0001855348,0.00018518354,9.8856995e-05,9.591808e-05,6.607616e-05,2.2858272e-05,2.6114512e-05,2.8378014e-05,2.5257586e-05,4.4695586e-05,8.106582e-05,9.305621e-05,8.278476e-05,7.79212e-05,4.2324074e-05,3.1850373e-05,2.4540263e-05,1.2157301e-05,9.799259e-06,1.47364735e-05,1.5951948e-05,1.6406188e-05,2.6300182e-05,3.857893e-05,2.3667872e-05,1.2726377e-05,5.4581387e-06,5.2666546e-06,8.24123e-06,1.04817545e-05,2.5920664e-05,3.382166e-05,6.5889784e-05,8.573039e-05,0.000104441235,8.170894e-05,7.212234e-05,0.00010115803,6.128437e-05,6.0079714e-05,2.6812517e-05,1.9907815e-05,1.0395368e-05,5.0800177e-06,6.6930606e-06,8.424462e-06,1.2218253e-05,7.704223e-06,2.5970728e-06,3.5417956e-06,4.0010536e-06,2.3494638e-06,2.23938e-06,4.9789237e-06,7.0271485e-06,1.0959423e-05,1.5621239e-05,9.653048e-06,6.4824144e-06,5.568516e-06,4.3332507e-06,2.814703e-06,2.3778919e-06,2.1979579e-06,1.8329602e-06,1.924215e-06,2.0674538e-06,1.5513052e-06,9.101803e-07,5.984813e-07,2.5803243e-07,1.1594407e-07,8.8472675e-08,6.692809e-08,5.9056273e-08,3.845951e-08,5.43913e-08,4.185735e-08,2.0778495e-08,1.375672e-08,7.0166477e-09,6.3044383e-09
